	id	host_id	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	reviews_per_month	calculated_host_listings_count	availability_365	number_of_reviews_ltm	host_response_time	host_identity_verified	host_response_rate	host_is_superhost	nr_of_bathrooms	bedrooms	accommodates	review_scores_rating	review_scores_cleanliness	review_scores_checkin	review_scores_communication	review_scores_location	review_scores_value
248	559455	136230	Lisboa	Misericrdia	38.70984	-9.14977	4	45	1	127	1.12	8	268	0	1	1	1.0	0	1.0	2.0	4	4.31	4.37	4.66	4.57	4.64	4.29
250	564050	2773320	Lisboa	Santa Maria Maior	38.71315	-9.12436	4	42	2	319	2.83	1	335	16	1	1	1.0	1	1.0	1.0	4	4.8	4.85	4.82	4.87	4.91	4.78
251	564265	2774672	Mafra	Ericeira	38.9671	-9.41833	4	130	5	35	0.31	9	299	4	1	1	1.0	1	2.0	3.0	6	4.79	4.74	4.89	4.94	4.91	4.8
252	568655	5691663	Lisboa	Santa Maria Maior	38.71255	-9.12677	4	61	2	150	1.34	65	322	26	1	1	1.0	1	1.0	2.0	4	4.62	4.71	4.74	4.72	4.89	4.51
254	573313	2820083	Lisboa	Benfica	38.74337	-9.19598	4	65	3	17	0.15	2	4	0	1	0	1.0	0	1.0	2.0	2	4.47	4.82	4.76	4.71	4.47	4.59
256	575709	713828	Lisboa	Arroios	38.71696	-9.1384	4	130	2	8	0.18	2	0	0	1	1	1.0	0	2.0	3.0	8	4.63	4.88	5.0	4.88	4.75	4.5
257	578080	2723052	Cascais	Cascais e Estoril	38.69778	-9.42152	4	150	5	20	0.2	1	312	6	1	0	1.0	0	2.0	1.0	2	4.95	4.75	5.0	5.0	5.0	4.74
258	579469	2381723	Lisboa	Avenidas Novas	38.73708	-9.14621	4	56	3	243	2.34	2	46	4	2	1	1.0	1	2.0	1.0	5	4.86	4.92	4.97	4.97	4.71	4.83
259	579988	2127831	Sintra	Colares	38.80897	-9.45219	4	224	2	115	1.23	1	259	17	2	1	0.87	1	5.5	6.0	16	4.86	4.83	4.87	4.93	4.7	4.66
261	585175	2494477	Lisboa	Misericrdia	38.71176	-9.14704	4	59	3	177	1.58	3	365	10	2	1	1.0	0	1.0	1.0	2	4.47	4.59	4.83	4.75	4.8	4.49
263	593624	2372087	Lisboa	Arroios	38.72833	-9.1337	4	241	3	39	0.46	58	346	2	1	1	1.0	1	2.0	5.0	16	4.38	4.51	4.77	4.77	4.23	4.31
264	594877	2939406	Lisboa	Santo Antnio	38.72344	-9.14339	4	42	5	76	1.21	1	344	15	1	0	1.0	1	1.0	1.0	2	4.87	4.97	4.96	4.99	4.79	4.82
265	596705	727771	Lisboa	Santa Maria Maior	38.71212	-9.12934	4	52	3	384	3.38	9	339	27	1	1	0.98	1	1.0	1.0	2	4.68	4.89	4.84	4.84	4.8	4.76
267	599406	507901	Lisboa	Alvalade	38.74942	-9.13141	2	30	5	27	0.32	7	340	2	2	1	1.0	0	1.0	1.0	2	4.27	4.12	4.24	4.64	4.42	4.33
268	600565	2971040	Lisboa	Misericrdia	38.71158	-9.14377	4	70	2	118	1.04	10	345	12	1	1	1.0	1	1.0	1.0	2	4.83	4.88	4.91	4.93	4.9	4.83
271	604554	3812367	Lisboa	Misericrdia	38.70952	-9.15025	4	44	2	341	3.01	2	29	23	1	1	1.0	0	1.0	1.0	3	4.63	4.74	4.82	4.89	4.8	4.6
275	608322	3015120	Lisboa	Misericrdia	38.71101	-9.14516	4	76	3	187	1.65	1	110	0	2	1	0.86	1	1.0	1.0	2	4.86	4.9	4.94	4.92	4.83	4.83
276	608573	1779418	Lisboa	Estrela	38.71241	-9.16864	4	50	2	120	1.48	2	365	0	1	1	1.0	0	1.0	1.0	4	4.35	4.46	4.86	4.69	4.0	4.49
277	610771	3812367	Lisboa	Misericrdia	38.70953	-9.15028	4	46	2	327	2.91	2	47	18	1	1	1.0	0	1.0	1.0	3	4.7	4.66	4.81	4.92	4.8	4.68
278	612831	3033288	Lisboa	Santa Maria Maior	38.71386	-9.13664	4	60	2	354	3.12	2	99	0	2	1	1.0	1	2.0	2.0	6	4.57	4.51	4.82	4.86	4.92	4.54
280	619755	3071136	Cascais	Cascais e Estoril	38.701	-9.43206	4	65	4	50	0.44	1	354	5	1	1	1.0	0	1.0	1.0	3	4.74	4.82	4.96	5.0	4.61	4.69
284	635040	3163622	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.80044	-9.393	4	65	3	90	0.8	1	270	0	2	1	0.8	0	1.0	2.0	6	4.61	4.61	4.91	4.89	4.88	4.67
285	640801	3200138	Lisboa	Misericrdia	38.71246	-9.14655	4	57	4	223	1.97	1	209	6	1	1	1.0	1	1.0	1.0	4	4.87	4.95	5.0	4.97	4.88	4.85
287	643201	3215946	Lisboa	Arroios	38.7171	-9.13787	4	59	30	25	0.22	6	0	0	4	1	0.38	0	1.0	1.0	2	4.48	4.83	4.7	4.87	4.64	4.43
288	643412	3215946	Lisboa	Arroios	38.7327	-9.13407	4	40	30	47	0.42	6	1	0	4	1	0.38	0	2.0	3.0	8	4.64	4.95	4.84	4.84	4.39	4.64
289	643914	2372087	Oeiras	Oeiras e S.Julio da Barra, Pao de Arcos e Caxias	38.69555	-9.29309	4	96	3	20	0.2	58	254	4	1	1	1.0	1	2.0	3.0	6	4.68	4.58	4.79	4.79	4.84	4.58
293	646461	2372087	Cascais	Carcavelos e Parede	38.68133	-9.33027	4	79	3	61	0.69	58	248	12	1	1	1.0	1	1.0	2.0	6	4.79	4.7	4.85	4.89	4.75	4.69
294	649826	3262036	Lisboa	Santo Antnio	38.71586	-9.1509	4	60	1	100	1.08	1	311	0	1	0	1.0	1	1.0	1.0	3	4.67	4.71	4.87	4.87	4.8	4.48
296	656673	3308104	Lisboa	So Vicente	38.71457	-9.1301	4	45	3	337	2.99	3	61	17	2	1	1.0	0	1.5	2.0	5	4.7	4.78	4.88	4.85	4.85	4.75
297	656771	3308607	Lisboa	Misericrdia	38.71188	-9.14874	4	70	2	248	2.2	1	283	16	1	1	1.0	0	1.0	1.0	4	4.79	4.88	4.74	4.72	4.87	4.73
300	662288	2068065	Lisboa	Santo Antnio	38.71852	-9.15467	4	80	29	7	0.08	17	341	0	1	1	0.91	0	1.0	1.0	4	4.14	4.57	4.43	4.29	4.43	4.29
303	664910	1282676	Lisboa	Santa Maria Maior	38.7121	-9.14231	4	90	3	2	0.02	9	306	0	1	1	1.0	1	1.0	1.0	4	4.5	5.0	4.0	5.0	5.0	4.5
304	669690	3391088	Lisboa	So Vicente	38.71462	-9.12833	4	64	2	172	2.48	1	362	11	1	1	1.0	1	1.0	1.0	2	4.79	4.95	4.93	4.94	4.85	4.76
305	670998	3400426	Lisboa	Santa Maria Maior	38.71293	-9.12691	4	45	7	280	2.9	2	317	3	1	1	1.0	0	1.0	1.0	2	4.53	4.53	4.7	4.86	4.83	4.69
306	674051	3422062	Lisboa	Misericrdia	38.70825	-9.14355	4	100	2	137	1.28	1	303	5	1	1	1.0	0	1.0	2.0	6	4.53	4.65	4.71	4.8	4.78	4.54
308	678817	7833576	Lisboa	Alvalade	38.75572	-9.14286	4	50	2	151	1.53	3	168	4	2	1	1.0	0	1.0	1.0	3	4.86	4.9	4.94	4.96	4.74	4.88
310	679226	3457018	Lisboa	Arroios	38.72109	-9.1344	4	65	3	118	1.22	1	331	9	1	1	1.0	1	1.0	2.0	5	4.79	4.94	4.77	4.72	4.51	4.75
311	681723	3471692	Lisboa	Santa Maria Maior	38.71241	-9.12574	4	58	3	290	2.6	2	235	24	1	1	1.0	1	1.0	1.0	3	4.74	4.91	4.95	4.97	4.85	4.72
312	686438	915146	Lisboa	Misericrdia	38.70999	-9.14894	4	89	28	112	1.01	3	0	0	2	1	1.0	1	1.0	2.0	4	4.98	4.98	4.98	4.98	4.95	4.94
313	688279	181902	Lisboa	Misericrdia	38.71614	-9.15307	4	180	1	172	1.56	18	308	12	1	1	1.0	1	2.0	3.0	8	4.64	4.79	4.79	4.8	4.76	4.57
316	693886	3549065	Lisboa	Penha de Frana	38.72409	-9.13139	4	274	3	208	1.97	1	255	10	2	1	1.0	0	3.0	5.0	10	4.56	4.4	4.78	4.8	4.45	4.59
317	696683	3567716	Lisboa	Misericrdia	38.71183	-9.15138	4	75	3	89	1.68	1	307	6	1	1	1.0	1	1.0	2.0	4	4.96	4.97	4.98	4.98	4.96	4.84
318	700509	2445147	Lisboa	Misericrdia	38.71281	-9.14677	4	64	2	192	1.71	3	302	15	1	1	1.0	0	1.0	1.0	4	4.52	4.51	4.81	4.84	4.9	4.54
320	704203	2445147	Lisboa	Misericrdia	38.71095	-9.14837	4	63	2	59	0.56	3	327	16	1	1	1.0	0	1.0	1.0	4	4.71	4.76	4.85	4.8	4.88	4.64
322	706077	3628019	Lisboa	Santa Maria Maior	38.71326	-9.13509	4	69	3	160	1.43	1	273	25	1	1	1.0	1	1.0	1.0	4	4.93	4.96	4.97	4.98	4.96	4.81
323	706775	3632755	Lisboa	Misericrdia	38.7107	-9.1435	4	80	2	162	1.5	1	350	5	1	0	0.9	0	1.0	1.0	4	4.67	4.74	4.77	4.73	4.82	4.7
324	707577	2958491	Lisboa	Arroios	38.73319	-9.13452	2	25	90	67	0.63	5	191	2	1	1	1.0	0	1.0	1.0	2	4.72	4.86	4.83	4.89	4.62	4.74
325	710144	2958491	Lisboa	Arroios	38.73295	-9.13356	2	25	90	36	0.36	5	142	3	1	1	1.0	0	1.0	1.0	2	4.54	4.72	4.64	4.46	4.58	4.58
327	713782	3674919	Lisboa	Santa Maria Maior	38.7109	-9.14157	4	220	2	49	0.53	2	203	1	4	1	0.33	0	2.0	3.0	7	4.77	4.65	4.81	4.9	4.92	4.65
328	715030	6191581	Lisboa	Santo Antnio	38.7178	-9.15326	4	53	3	195	1.91	1	337	9	2	1	1.0	1	1.0	1.0	4	4.56	4.77	4.75	4.69	4.79	4.59
329	715217	3684048	Lisboa	Misericrdia	38.70783	-9.14617	4	50	2	216	1.99	1	262	19	1	1	1.0	1	1.0	2.0	6	4.77	4.79	4.91	4.91	4.91	4.79
330	718479	2372087	Lisboa	Arroios	38.72621	-9.13421	4	291	3	68	0.66	58	311	0	1	1	1.0	1	2.0	6.0	16	4.62	4.72	4.79	4.87	4.3	4.64
331	718511	2372087	Lisboa	Arroios	38.72621	-9.13421	4	382	3	51	0.48	58	251	0	1	1	1.0	1	2.0	8.0	16	4.59	4.68	4.84	4.82	4.46	4.4
332	719913	2958491	Lisboa	Arroios	38.73189	-9.1346	2	26	90	78	0.73	5	322	2	1	1	1.0	0	1.0	1.0	2	4.66	4.8	4.75	4.83	4.55	4.65
333	720167	3716977	Lisboa	Santa Maria Maior	38.71089	-9.13044	4	74	2	485	4.42	11	351	23	1	1	0.96	0	1.0	2.0	4	4.71	4.61	4.92	4.9	4.87	4.76
334	720544	3719372	Lisboa	Misericrdia	38.70933	-9.15136	4	70	3	298	2.68	2	191	1	1	0	1.0	1	1.0	1.0	2	4.8	4.92	4.95	4.97	4.74	4.79
337	725982	3755705	Lisboa	Areeiro	38.74346	-9.14105	4	80	3	41	0.37	1	254	0	1	1	1.0	1	1.0	3.0	8	4.76	4.75	4.95	4.93	4.85	4.78
339	732985	1277011	Lisboa	Misericrdia	38.71288	-9.15278	4	80	3	51	0.55	2	130	0	1	0	1.0	1	1.0	1.0	3	4.8	4.7	4.88	4.92	4.78	4.73
340	736099	3841323	Lisboa	Avenidas Novas	38.7253	-9.1525	4	185	2	194	1.87	3	191	0	2	1	1.0	0	2.0	4.0	10	4.4	4.52	4.75	4.72	4.76	4.49
342	741243	3878913	Cascais	Carcavelos e Parede	38.68655	-9.3435	4	100	4	52	0.49	1	340	13	1	1	1.0	0	3.0	2.0	6	4.65	4.52	4.92	4.88	4.88	4.5
343	741631	2372087	Lisboa	Misericrdia	38.71285	-9.14526	4	189	3	39	0.38	58	216	1	1	1	1.0	1	1.0	4.0	10	4.72	4.69	4.82	4.87	4.72	4.69
344	742502	914126	Lisboa	Santa Maria Maior	38.71326	-9.13773	4	146	2	178	1.65	16	321	14	2	1	1.0	1	2.0	4.0	8	4.89	4.96	4.89	4.86	4.94	4.78
345	743292	3893045	Mafra	Santo Isidoro	39.0115	-9.41648	4	180	5	70	0.67	1	334	7	1	1	1.0	0	3.0	4.0	9	4.9	4.87	4.98	4.99	4.64	4.85
346	744453	763034	Mafra	Igreja Nova e Cheleiros	38.89141	-9.31065	4	120	2	13	0.17	5	252	2	1	1	1.0	0	2.0	2.0	4	4.46	3.69	4.85	5.0	4.54	4.46
347	744454	763034	Mafra	Igreja Nova e Cheleiros	38.89052	-9.31084	2	60	2	3	0.05	5	359	0	1	1	1.0	0	1.0	1.0	2	4.33	3.67	5.0	5.0	4.33	4.67
348	748394	2958491	Lisboa	Arroios	38.73204	-9.13374	2	25	90	52	0.49	5	223	2	1	1	1.0	0	1.0	1.0	1	4.64	4.88	4.69	4.76	4.57	4.67
352	751725	4235131	Lisboa	Estrela	38.70945	-9.15873	4	331	2	222	2.17	2	0	1	1	1	1.0	1	2.0	5.0	10	4.85	4.77	4.9	4.9	4.75	4.78
357	754663	688914	Cascais	Cascais e Estoril	38.69846	-9.42232	4	89	2	17	0.19	35	203	5	1	1	1.0	0	1.0	2.0	4	4.41	4.19	4.5	4.63	4.88	4.25
360	757865	3991816	Lisboa	Alvalade	38.74996	-9.13358	4	97	7	9	0.1	1	343	0	1	0	1.0	0	2.0	2.0	3	4.5	4.63	4.75	4.88	4.13	4.63
361	762993	4022596	Lisboa	Alvalade	38.74552	-9.14223	4	60	5	34	0.33	1	271	4	3	0	1.0	1	1.0	1.0	1	4.88	4.74	4.97	4.97	4.82	4.71
363	764915	4032515	Lisboa	Misericrdia	38.71192	-9.14714	4	68	2	470	4.32	2	298	13	1	1	1.0	1	1.0	1.0	2	4.93	4.97	4.98	4.98	4.87	4.89
366	776285	4094259	Lisboa	So Vicente	38.71448	-9.12453	4	144	2	13	0.14	5	349	0	1	1	1.0	1	1.0	2.0	6	4.92	4.91	4.91	4.82	4.82	4.64
367	778526	4065230	Lisboa	Santa Maria Maior	38.70899	-9.12966	4	24	14	25	0.25	1	162	4	3	0	1.0	0	1.0	1.0	4	4.72	4.52	4.96	4.84	4.96	4.76
368	783713	4132554	Lisboa	Santo Antnio	38.72128	-9.14353	4	75	3	111	1.1	2	298	2	2	1	1.0	0	1.5	2.0	5	4.53	4.72	4.78	4.89	4.68	4.6
369	785650	4141894	Lisboa	Santa Maria Maior	38.71274	-9.14142	4	91	2	393	3.61	6	359	15	1	1	1.0	0	1.0	3.0	5	4.73	4.81	4.85	4.92	4.93	4.71
373	789789	4043364	Lisboa	Misericrdia	38.71121	-9.14693	4	72	2	555	5.05	23	313	32	1	1	1.0	1	1.0	1.0	4	4.87	4.95	4.94	4.95	4.93	4.85
375	791190	4043364	Lisboa	Misericrdia	38.70914	-9.1458	4	80	2	256	2.35	23	218	28	1	1	1.0	1	1.0	2.0	4	4.84	4.96	4.95	4.93	4.85	4.83
381	797650	4200619	Lisboa	Areeiro	38.73928	-9.13471	4	56	3	96	0.92	1	311	0	3	1	0.67	0	1.0	1.0	3	4.66	4.76	4.84	4.84	4.64	4.67
382	801587	1655665	Mafra	Ericeira	38.95314	-9.41407	4	89	5	22	0.21	1	353	0	2	0	1.0	0	1.0	2.0	5	4.71	4.9	4.75	4.75	4.7	4.6
383	804869	4236958	Lisboa	Santa Maria Maior	38.71147	-9.12931	4	57	4	262	2.41	1	349	14	1	1	1.0	1	1.0	1.0	2	4.71	4.79	4.85	4.83	4.86	4.74
384	804957	3455628	Lisboa	Arroios	38.71648	-9.13857	4	53	2	399	3.67	2	299	24	1	1	1.0	0	1.0	1.0	4	4.65	4.64	4.85	4.85	4.7	4.7
385	805264	4239072	Lisboa	Santa Maria Maior	38.71022	-9.12776	4	65	4	135	1.24	1	339	9	1	1	1.0	0	1.0	3.0	5	4.7	4.82	4.87	4.92	4.77	4.67
386	808192	4252169	Lisboa	Santa Maria Maior	38.716621	-9.133551	2	30	1	309	2.84	4	309	23	1	1	0.86	0	2.0	1.0	2	4.41	4.55	4.86	4.72	4.6	4.53
387	819462	181902	Lisboa	Arroios	38.72311	-9.13508	4	159	1	130	1.24	18	21	15	1	1	1.0	1	3.0	4.0	12	4.62	4.73	4.83	4.69	4.5	4.53
388	819589	181902	Lisboa	Santa Maria Maior	38.71314	-9.13701	4	102	1	129	1.2	18	340	4	1	1	1.0	1	1.0	2.0	6	4.72	4.88	4.77	4.72	4.9	4.66
391	828063	4341539	Lisboa	Misericrdia	38.7141	-9.14637	4	45	30	27	0.27	9	338	5	1	1	1.0	0	1.0	1.0	3	4.63	4.81	4.96	4.88	4.96	4.46
392	828360	4341539	Lisboa	Misericrdia	38.71245	-9.1482	4	45	30	6	0.06	9	312	3	1	1	1.0	0	1.0	1.0	2	4.83	5.0	4.83	5.0	5.0	4.83
393	829448	33252155	Lisboa	Misericrdia	38.7089	-9.1516	4	180	3	21	0.2	13	314	2	1	1	0.92	0	2.0	3.0	10	4.65	4.81	4.9	4.71	4.52	4.65
394	834220	4364368	Lisboa	Santo Antnio	38.72252	-9.15217	4	86	3	90	0.86	1	252	2	2	0	1.0	1	2.0	3.0	7	4.84	4.92	4.9	4.82	4.76	4.76
396	834674	4366168	Lisboa	Santa Maria Maior	38.71274	-9.12841	4	120	5	291	2.67	2	96	0	3	1	0.67	1	1.0	2.0	4	4.83	4.91	4.91	4.88	4.87	4.84
397	838844	3478817	Lisboa	Santa Maria Maior	38.7152	-9.13492	4	50	3	327	3.01	2	358	19	1	1	1.0	1	1.0	1.0	2	4.69	4.71	4.78	4.9	4.69	4.68
398	842105	4366168	Lisboa	Santa Maria Maior	38.71266	-9.12852	4	75	3	341	3.14	2	157	20	3	1	0.67	1	1.5	2.0	5	4.8	4.93	4.92	4.89	4.84	4.83
399	842337	4344063	Lisboa	Misericrdia	38.71388	-9.14513	4	25	1	114	1.81	2	131	1	2	0	1.0	1	1.0	1.0	4	4.38	4.08	4.79	4.87	4.69	4.59
401	849989	2476571	Lisboa	Santa Maria Maior	38.71007	-9.13204	4	60	2	323	2.97	11	294	9	1	1	1.0	0	1.0	2.0	8	4.49	4.63	4.71	4.79	4.82	4.56
402	851559	136230	Lisboa	Misericrdia	38.71009	-9.15004	4	60	2	145	1.46	8	276	0	1	1	1.0	0	1.0	1.0	2	4.58	4.77	4.63	4.5	4.77	4.57
404	852766	264900	Lisboa	Santo Antnio	38.71684	-9.15264	4	61	3	244	2.32	2	91	0	1	1	1.0	0	1.0	2.0	4	4.83	4.95	4.88	4.92	4.84	4.78
407	860424	4506583	Lisboa	Misericrdia	38.7114	-9.14432	4	55	4	87	0.85	2	251	10	1	1	1.0	0	1.0	1.0	4	4.61	4.78	4.78	4.84	4.73	4.69
408	865779	2329751	Sintra	So Joo das Lampas e Terrugem	38.86255	-9.35567	4	175	4	116	1.1	1	168	11	1	1	1.0	1	2.0	4.0	8	4.93	4.92	4.99	4.99	4.68	4.82
411	870275	5691663	Lisboa	Arroios	38.71641	-9.13977	4	63	2	63	0.73	65	333	31	1	1	1.0	1	1.0	1.0	2	4.73	4.86	4.87	4.84	4.74	4.56
415	880865	4659742	Lisboa	Arroios	38.71645	-9.13823	4	55	3	184	2.05	3	251	20	1	1	1.0	1	1.0	1.0	3	4.81	4.85	4.92	4.93	4.8	4.79
418	890016	2511568	Lisboa	Misericrdia	38.7092	-9.14286	4	82	2	146	1.38	2	209	5	2	1	1.0	1	1.0	1.0	2	4.92	4.92	4.94	4.99	4.99	4.71
422	896591	4773942	Lisboa	Santa Maria Maior	38.70758	-9.14022	4	60	30	235	2.18	2	318	4	3	1	1.0	0	1.0	1.0	4	4.73	4.9	4.76	4.86	4.76	4.7
425	903287	4137980	Mafra	Ericeira	38.98709	-9.41433	2	45	1	149	1.41	2	311	0	3	1	0.5	0	1.0	1.0	3	4.89	5.0	4.97	4.97	4.67	4.91
427	906305	4851054	Lisboa	Misericrdia	38.70877	-9.15169	4	50	3	207	2.1	4	243	4	1	1	1.0	1	1.0	1.0	4	4.7	4.8	4.93	4.88	4.78	4.71
430	911602	4252169	Lisboa	Santa Maria Maior	38.716564	-9.133464	2	30	1	367	3.42	4	331	28	1	1	0.86	0	2.0	1.0	2	4.43	4.54	4.8	4.59	4.57	4.59
434	919557	4156641	Lisboa	Santa Maria Maior	38.71142	-9.12984	4	35	1	142	1.41	4	0	12	1	1	1.0	0	1.0	1.0	4	4.34	4.14	4.68	4.77	4.86	4.47
435	920793	872205	Lisboa	Misericrdia	38.71441	-9.15248	4	140	3	103	1.1	28	161	3	3	1	1.0	0	2.0	5.0	14	4.73	4.72	4.79	4.83	4.82	4.7
436	920840	872205	Lisboa	Misericrdia	38.71259	-9.15114	2	30	2	95	0.89	28	161	2	3	1	1.0	0	2.0	1.0	3	4.67	4.65	4.81	4.79	4.74	4.67
437	920862	872205	Lisboa	Misericrdia	38.71442	-9.15145	2	30	2	93	0.87	28	161	1	3	1	1.0	0	2.0	1.0	2	4.64	4.69	4.79	4.81	4.71	4.62
438	920876	872205	Lisboa	Misericrdia	38.71268	-9.15131	2	32	2	53	0.5	28	161	0	3	1	1.0	0	2.0	1.0	4	4.62	4.69	4.69	4.75	4.75	4.67
439	920892	872205	Lisboa	Misericrdia	38.71252	-9.15285	2	25	2	103	0.96	28	161	6	3	1	1.0	0	2.0	1.0	3	4.49	4.76	4.76	4.79	4.76	4.58
440	922585	4960606	Lisboa	Misericrdia	38.71112	-9.15161	4	52	7	280	2.69	2	248	2	2	1	1.0	1	1.0	1.0	4	4.83	4.89	4.91	4.96	4.8	4.8
441	925301	4252169	Lisboa	Santa Maria Maior	38.716434	-9.133377	2	28	1	370	3.46	4	316	11	1	1	0.86	0	2.0	1.0	2	4.36	4.39	4.8	4.66	4.58	4.56
442	925378	4252169	Lisboa	Santa Maria Maior	38.71664	-9.133519	2	28	1	382	3.66	4	289	18	1	1	0.86	0	2.0	1.0	3	4.31	4.46	4.7	4.61	4.51	4.45
443	925879	4981486	Torres Vedras	Ramalhal	39.14654	-9.23387	4	80	3	49	0.49	1	344	2	1	1	1.0	0	2.0	4.0	8	4.76	4.92	4.96	4.92	4.57	4.8
444	931101	5015120	Lisboa	So Vicente	38.71288	-9.12907	4	80	2	103	0.98	1	267	3	2	1	1.0	0	2.0	3.0	7	4.8	4.78	4.86	4.95	4.87	4.84
445	933814	5035525	Lisboa	Santa Maria Maior	38.71389	-9.1334	4	75	3	44	0.47	1	162	0	1	1	1.0	1	1.0	2.0	4	4.93	4.93	4.98	5.0	4.95	4.84
446	935811	2551693	Lisboa	Misericrdia	38.70932	-9.15131	4	75	2	281	2.66	1	363	24	1	1	1.0	0	1.0	1.0	2	4.76	4.85	4.87	4.95	4.85	4.75
452	944662	3519021	Lisboa	Santo Antnio	38.72295	-9.14489	4	79	3	346	3.3	8	0	0	1	1	1.0	0	1.0	1.0	2	4.52	4.54	4.73	4.83	4.61	4.49
453	944960	5117829	Lisboa	Estrela	38.70775	-9.16027	2	25	3	76	0.74	4	307	0	4	1	0.17	1	2.0	1.0	2	4.87	4.96	4.96	4.96	4.83	4.87
456	945691	3740540	Lisboa	Misericrdia	38.71153	-9.14803	4	45	2	175	1.65	1	233	18	1	1	1.0	0	1.0	2.0	4	4.28	4.04	4.72	4.8	4.94	4.4
460	952757	5171813	Lisboa	Avenidas Novas	38.7355	-9.14739	4	110	4	69	0.65	3	103	7	1	1	0.93	0	1.0	1.0	4	4.84	4.83	4.91	4.94	4.66	4.74
463	961554	1695029	Lisboa	Santa Maria Maior	38.71179	-9.12488	4	55	3	371	3.51	5	243	7	1	1	1.0	1	1.0	1.0	2	4.75	4.82	4.97	4.97	4.83	4.76
464	976954	4511947	Lisboa	Santa Maria Maior	38.70898	-9.13636	4	130	3	390	3.66	2	240	0	3	1	0.5	0	1.0	2.0	4	4.86	4.93	4.8	4.8	4.93	4.81
467	987973	780618	Lisboa	Misericrdia	38.71101	-9.14733	4	49	4	413	3.91	4	145	16	1	1	1.0	1	1.0	1.0	3	4.81	4.9	4.93	4.94	4.88	4.76
468	990287	5066110	Sintra	Rio de Mouro	38.76509	-9.3434	4	198	5	23	0.23	1	348	3	2	1	1.0	0	4.5	4.0	12	4.87	4.77	4.77	4.86	4.55	4.77
470	1006307	5334076	Lisboa	Santo Antnio	38.71701	-9.14389	4	60	3	200	1.91	1	285	12	1	1	1.0	0	2.0	3.0	6	4.58	4.56	4.87	4.84	4.89	4.6
471	1013904	1029524	Lisboa	Misericrdia	38.71051	-9.14833	4	74	3	292	2.8	17	332	27	1	1	1.0	0	1.0	4.0	8	4.57	4.62	4.8	4.82	4.81	4.65
472	1015159	688914	Lisboa	Misericrdia	38.71386	-9.14464	4	76	2	30	0.28	35	339	2	1	1	1.0	0	1.0	2.0	4	4.77	4.67	4.83	4.87	4.8	4.77
473	1015672	6815713	Lisboa	Santa Maria Maior	38.7132	-9.13203	4	42	2	179	1.72	2	277	4	1	1	1.0	0	1.0	1.0	2	4.81	4.89	4.93	4.94	4.78	4.82
474	1016061	2971040	Lisboa	Misericrdia	38.71267	-9.14541	4	70	2	149	1.42	10	342	5	1	1	1.0	1	1.0	1.0	2	4.73	4.86	4.86	4.92	4.74	4.75
475	1018094	4132554	Lisboa	Arroios	38.72902	-9.14044	4	62	3	85	0.92	2	249	4	2	1	1.0	0	1.0	1.0	4	4.77	4.78	4.94	4.89	4.63	4.73
477	1020284	5616439	Cascais	Cascais e Estoril	38.70752	-9.44632	4	195	3	50	0.51	1	89	0	2	1	1.0	0	3.5	4.0	9	4.6	4.54	4.84	4.82	4.39	4.47
478	1020660	5617958	Mafra	Ericeira	38.96695	-9.41797	4	150	3	87	0.84	1	267	8	1	1	1.0	1	2.0	3.0	9	4.79	4.79	4.96	4.95	4.93	4.79
479	1025583	335614	Lisboa	Santa Maria Maior	38.71006	-9.12872	4	72	4	125	1.23	2	0	1	1	1	1.0	0	1.0	2.0	4	4.46	4.53	4.55	4.62	4.81	4.61
483	1050645	5774321	Lisboa	Santa Maria Maior	38.71011	-9.12922	4	98	3	238	2.28	2	262	17	1	1	1.0	1	2.0	4.0	8	4.8	4.9	4.89	4.92	4.87	4.82
485	1052466	5795275	Lisboa	Estrela	38.70825	-9.164	4	80	2	335	3.2	1	249	8	1	1	1.0	1	1.0	1.0	4	4.91	4.97	4.96	4.97	4.82	4.89
487	1056544	2681397	Lisboa	Santo Antnio	38.7173	-9.14741	4	289	1	251	2.39	30	334	4	1	1	1.0	0	3.0	7.0	16	4.61	4.76	4.79	4.81	4.83	4.69
489	1069495	5884168	Lisboa	Misericrdia	38.71332	-9.14579	4	67	2	212	2.03	5	186	0	1	1	1.0	0	1.0	2.0	6	4.64	4.73	4.95	4.94	4.87	4.65
490	1071344	3897446	Lisboa	Santa Maria Maior	38.71377	-9.14109	4	92	2	3	0.03	2	363	0	4	1	0.33	0	1.0	3.0	5	2.67	3.0	3.67	3.67	4.33	3.0
491	1073166	4043364	Lisboa	Santa Maria Maior	38.71034	-9.14105	4	93	2	464	4.42	23	267	35	1	1	1.0	1	1.0	1.0	3	4.92	4.95	4.95	4.97	4.98	4.85
492	1075655	5918228	Lisboa	Santo Antnio	38.71927	-9.14281	4	59	2	216	2.07	7	352	16	1	1	1.0	1	1.0	1.0	3	4.91	4.95	4.98	4.99	4.9	4.86
494	1085634	5968047	Lisboa	Misericrdia	38.71055	-9.14538	4	43	1	783	7.5	1	245	59	1	1	1.0	1	1.0	1.0	4	4.85	4.87	4.95	4.95	4.93	4.86
